simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
500,0356;0,553207;0,4825238;0,5441207;0,5038336;0,4783292;0,491103;0,493438;0,5386332;0,4736644;0,5;33;1,966278;0,2424242;0;0,1515152;0,09090909;0
1000,004;0,5605865;0,472465;0,5688191;0,5647901;0,5388851;0,5425187;0,5434588;0,631889;0,4483619;0,5;26;2,730405;1,153846;0,1538462;0,4230769;0,5769231;0
1500,014;0,5436049;0,5093308;0,5955464;0,5784342;0,6403787;0,4834237;0,5677046;0,6568071;0,3977488;0,5;27;2,873586;1,444444;0,1481481;0,4074074;0,8148148;0,07407407
2000,004;0,6946069;0,5254894;0,6789533;0,6469752;0,6258758;0,5504816;0,5678427;0,6087022;0,4265199;0,5;21;4,698267;1,619048;0,3333333;0,6190476;0,6666667;0
2500,046;0,7101141;0,5142553;0,6674212;0,5977477;0,6666569;0,4390726;0,4769363;0,630679;0,3220879;0,5;20;3,177134;1,2;0,3;0,15;0,75;0
3000,013;0,683717;0,5009075;0,7026602;0,5800805;0,719433;0,4260047;0,485107;0,6692191;0,2750905;0,5;20;4,320699;1,5;0,4;0,1;1;0
3500,01;0,6945218;0,5529991;0,711679;0,5609062;0,8172153;0,4107038;0,5400514;0,6642985;0,2553497;0,5;22;4,782391;1,409091;0,2272727;0;1,181818;0
4000,03;0,7522243;0,5371406;0,7363243;0,4187658;0,8807019;0,4398948;0,5037109;0,6422037;0,2456454;0,5;18;4,062126;1,277778;0,2222222;0;1,055556;0
4500,014;0,7577722;0,5316967;0,7546794;0,3820559;0,8633336;0,456718;0,471075;0,6233806;0,3152967;0,5;22;4,145292;1,363636;0,1818182;0;1,181818;0
5000,027;0,727609;0,519551;0,7851163;0,4564253;0,777891;0,4617747;0,4722665;0,6498723;0,4475509;0,5;19;5,336537;1,578947;0,05263158;0;1,526316;0
